X,Y,pasik
9454586.71738586,7650047.47043839,0
9454586.71738586,7650039.47043839,0
9454586.71738586,7650031.47043839,0
9454586.71738586,7650023.47043839,0
9454586.71738586,7650015.47043839,0
9454586.71738586,7650007.47043839,0
9454586.71738586,7649999.47043839,0
9454586.71738586,7649991.47043839,0
9454586.71738586,7649983.47043839,0
9454594.71738586,7654719.47043839,0
9454594.71738586,7654711.47043839,0
9454594.71738586,7654703.47043839,0
9454594.71738586,7654695.47043839,0
9454594.71738586,7654687.47043839,0
9454594.71738586,7654679.47043839,0
9454594.71738586,7654671.47043839,0
9454594.71738586,7654663.47043839,0
9454594.71738586,7654655.47043839,0
9454594.71738586,7654647.47043839,0
9454594.71738586,7654639.47043839,0
9454594.71738586,7654631.47043839,0
9454594.71738586,7654623.47043839,0
9454594.71738586,7654615.47043839,0
9454594.71738586,7654607.47043839,0
9454594.71738586,7654599.47043839,0
9454594.71738586,7654591.47043839,0
9454594.71738586,7654583.47043839,0
9454594.71738586,7654575.47043839,0
9454594.71738586,7654567.47043839,0
9454594.71738586,7654559.47043839,0
9454594.71738586,7654551.47043839,0
9454594.71738586,7654543.47043839,0
9454594.71738586,7654535.47043839,0
9454594.71738586,7654527.47043839,0
9454594.71738586,7654519.47043839,0
9454594.71738586,7654511.47043839,0
9454594.71738586,7654503.47043839,0
9454594.71738586,7654495.47043839,0
9454594.71738586,7654487.47043839,0
9454594.71738586,7654479.47043839,0
9454594.71738586,7654471.47043839,0
9454594.71738586,7654463.47043839,0
9454594.71738586,7654455.47043839,0
9454594.71738586,7654447.47043839,0
9454594.71738586,7654439.47043839,0
9454594.71738586,7654431.47043839,0
9454594.71738586,7654423.47043839,0
9454594.71738586,7654415.47043839,0
9454594.71738586,7654407.47043839,0
9454594.71738586,7654399.47043839,0
9454594.71738586,7654391.47043839,0
9454594.71738586,7654383.47043839,0
9454594.71738586,7654375.47043839,0
9454594.71738586,7654367.47043839,0
9454594.71738586,7654359.47043839,0
9454594.71738586,7654351.47043839,0
9454594.71738586,7654343.47043839,0
9454594.71738586,7654335.47043839,0
9454594.71738586,7654327.47043839,0
9454594.71738586,7654319.47043839,0
9454594.71738586,7654311.47043839,0
9454594.71738586,7654303.47043839,0
9454594.71738586,7654295.47043839,0
9454594.71738586,7654287.47043839,0
9454594.71738586,7654279.47043839,0
9454594.71738586,7654271.47043839,0
9454594.71738586,7654263.47043839,0
9454594.71738586,7654255.47043839,0
9454594.71738586,7654247.47043839,0
9454594.71738586,7654239.47043839,0
9454594.71738586,7654231.47043839,0
9454594.71738586,7654223.47043839,0
9454594.71738586,7654215.47043839,0
9454594.71738586,7654207.47043839,0
9454594.71738586,7654199.47043839,0
9454594.71738586,7654191.47043839,0
9454594.71738586,7654183.47043839,0
9454594.71738586,7654175.47043839,0
9454594.71738586,7654167.47043839,0
9454594.71738586,7654159.47043839,0
9454594.71738586,7654151.47043839,0
9454594.71738586,7654143.47043839,0
9454594.71738586,7654135.47043839,0
9454594.71738586,7654127.47043839,0
9454594.71738586,7654119.47043839,0
9454594.71738586,7654111.47043839,0
9454594.71738586,7654103.47043839,0
9454594.71738586,7654095.47043839,0
9454594.71738586,7654087.47043839,0
9454594.71738586,7654079.47043839,0
9454594.71738586,7654071.47043839,0
9454594.71738586,7654063.47043839,0
9454594.71738586,7654055.47043839,0
9454594.71738586,7654047.47043839,0
9454594.71738586,7654039.47043839,0
9454594.71738586,7654031.47043839,0
9454594.71738586,7654023.47043839,0
9454594.71738586,7654015.47043839,0
9454594.71738586,7654007.47043839,0
9454594.71738586,7653999.47043839,0
9454594.71738586,7653991.47043839,0
9454594.71738586,7653983.47043839,0
9454594.71738586,7653975.47043839,0
9454594.71738586,7653967.47043839,0
9454594.71738586,7653959.47043839,0
9454594.71738586,7653951.47043839,0
9454594.71738586,7653943.47043839,0
9454594.71738586,7653935.47043839,0
9454594.71738586,7653927.47043839,0
9454594.71738586,7653919.47043839,0
9454594.71738586,7653911.47043839,0
9454594.71738586,7653903.47043839,0
9454594.71738586,7653895.47043839,0
9454594.71738586,7653887.47043839,0
9454594.71738586,7653879.47043839,0
9454594.71738586,7653871.47043839,0
9454594.71738586,7653863.47043839,0
9454594.71738586,7653855.47043839,0
9454594.71738586,7653847.47043839,0
9454594.71738586,7653839.47043839,0
9454594.71738586,7653831.47043839,0
9454594.71738586,7653823.47043839,0
9454594.71738586,7653815.47043839,0
9454594.71738586,7653807.47043839,0
9454594.71738586,7653799.47043839,0
9454594.71738586,7653791.47043839,0
9454594.71738586,7653783.47043839,0
9454594.71738586,7653775.47043839,0
9454594.71738586,7653767.47043839,0
9454594.71738586,7653759.47043839,0
9454594.71738586,7653751.47043839,0
9454594.71738586,7653743.47043839,0
9454594.71738586,7653735.47043839,0
9454594.71738586,7653727.47043839,0
9454594.71738586,7653719.47043839,0
9454594.71738586,7653711.47043839,0
9454594.71738586,7653703.47043839,0
9454594.71738586,7653695.47043839,0
9454594.71738586,7653687.47043839,0
9454594.71738586,7653679.47043839,0
9454594.71738586,7653671.47043839,0
9454594.71738586,7653663.47043839,0
9454594.71738586,7653655.47043839,0
9454594.71738586,7653647.47043839,0
9454594.71738586,7653639.47043839,0
9454594.71738586,7653631.47043839,0
9454594.71738586,7653623.47043839,0
9454594.71738586,7653615.47043839,0
9454594.71738586,7653607.47043839,0
9454594.71738586,7653599.47043839,0
9454594.71738586,7653591.47043839,0
9454594.71738586,7653583.47043839,0
9454594.71738586,7653575.47043839,0
9454594.71738586,7653567.47043839,0
9454594.71738586,7653559.47043839,0
9454594.71738586,7653551.47043839,0
9454594.71738586,7653543.47043839,0
9454594.71738586,7653535.47043839,0
9454594.71738586,7653527.47043839,0
9454594.71738586,7653519.47043839,0
9454594.71738586,7653511.47043839,0
9454594.71738586,7653503.47043839,0
9454594.71738586,7653495.47043839,0
9454594.71738586,7653487.47043839,0
9454594.71738586,7653479.47043839,0
9454594.71738586,7653471.47043839,0
9454594.71738586,7653463.47043839,0
9454594.71738586,7653455.47043839,0
9454594.71738586,7653447.47043839,0
9454594.71738586,7653439.47043839,0
9454594.71738586,7653431.47043839,0
9454594.71738586,7653423.47043839,0
9454594.71738586,7653415.47043839,0
9454594.71738586,7653407.47043839,0
9454594.71738586,7653399.47043839,0
9454594.71738586,7653391.47043839,0
9454594.71738586,7653383.47043839,0
9454594.71738586,7653375.47043839,0
9454594.71738586,7653367.47043839,0
9454594.71738586,7653359.47043839,0
9454594.71738586,7653351.47043839,0
9454594.71738586,7653343.47043839,0
9454594.71738586,7653335.47043839,0
9454594.71738586,7653327.47043839,0
9454594.71738586,7653319.47043839,0
9454594.71738586,7653311.47043839,0
9454594.71738586,7653303.47043839,0
9454594.71738586,7653295.47043839,0
9454594.71738586,7653287.47043839,0
9454594.71738586,7653279.47043839,0
9454594.71738586,7653271.47043839,0
9454594.71738586,7653263.47043839,0
